age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,season
34,services,married,secondary,no,790,yes,no,cellular,20,apr,more than once,plus 6 months,less than 5,failure,spring
38,entrepreneur,married,secondary,no,351,yes,no,cellular,4,feb,once,plus 6 months,less than 5,failure,winter
36,admin.,single,secondary,no,0,yes,yes,unknown,16,may,once,never,never,unknown,spring
27,admin.,single,secondary,no,110,yes,no,unknown,28,may,once,never,never,unknown,spring
30,blue-collar,married,secondary,no,194,yes,no,cellular,8,may,more than once,never,never,unknown,spring
46,entrepreneur,married,tertiary,no,9,no,no,cellular,8,apr,more than once,never,never,unknown,spring
29,blue-collar,married,secondary,no,368,yes,no,cellular,15,may,once,plus 6 months,more than 5,failure,spring
29,technician,single,tertiary,no,1669,no,no,cellular,3,feb,once,never,never,unknown,winter
35,admin.,married,secondary,no,190,yes,no,unknown,20,may,more than once,never,never,unknown,spring
48,technician,married,tertiary,no,443,yes,no,cellular,8,may,more than once,never,never,unknown,spring
55,housemaid,married,primary,no,10,no,no,cellular,4,feb,more than once,never,never,unknown,winter
61,retired,divorced,secondary,no,927,no,no,cellular,30,apr,more than once,never,never,unknown,spring
57,blue-collar,married,primary,no,249,yes,no,unknown,5,may,once,never,never,unknown,spring
31,technician,married,secondary,no,318,no,no,cellular,2,dec,once,never,never,unknown,winter
34,management,married,tertiary,no,123,no,no,cellular,3,feb,more than once,never,never,unknown,winter
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,more than once,plus 6 months,less than 5,other,spring
36,blue-collar,married,secondary,no,0,yes,no,cellular,17,apr,more than once,plus 6 months,less than 5,failure,spring
37,self-employed,married,tertiary,no,2211,yes,no,cellular,25,may,once,never,never,unknown,spring
28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,once,6 months,more than 5,failure,spring
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,once,plus 6 months,less than 5,success,spring
30,entrepreneur,single,secondary,no,572,yes,no,cellular,4,may,more than once,never,never,unknown,spring
29,blue-collar,married,secondary,no,424,yes,yes,unknown,14,may,more than once,never,never,unknown,spring
31,admin.,married,secondary,no,307,yes,no,unknown,9,may,once,never,never,unknown,spring
38,management,married,tertiary,no,-1884,yes,no,cellular,6,may,more than once,plus 6 months,less than 5,failure,spring
38,services,married,secondary,no,934,yes,no,cellular,14,may,once,never,never,unknown,spring
38,blue-collar,married,secondary,no,67,no,no,cellular,28,jan,once,plus 6 months,less than 5,failure,winter
47,technician,married,tertiary,no,-512,yes,yes,unknown,27,may,more than once,never,never,unknown,spring
32,blue-collar,married,secondary,no,2549,yes,no,unknown,23,may,more than once,never,never,unknown,spring
32,admin.,single,secondary,no,299,yes,no,cellular,20,apr,more than once,plus 6 months,less than 5,failure,spring
30,management,married,tertiary,no,859,yes,no,unknown,20,may,more than once,never,never,unknown,spring
27,technician,single,tertiary,no,-152,yes,yes,cellular,29,jan,more than once,never,never,unknown,winter
30,student,single,tertiary,no,2030,yes,no,unknown,28,may,more than once,never,never,unknown,spring
48,technician,married,secondary,no,0,no,no,cellular,28,jan,more than once,never,never,unknown,winter
31,self-employed,single,secondary,no,360,yes,no,unknown,26,may,more than once,never,never,unknown,spring
44,services,divorced,secondary,no,396,yes,yes,unknown,7,may,more than once,never,never,unknown,spring
35,blue-collar,married,secondary,no,-659,yes,yes,unknown,28,may,more than once,never,never,unknown,spring
24,blue-collar,single,secondary,no,27,yes,no,cellular,6,may,once,plus 6 months,less than 5,failure,spring
25,self-employed,single,secondary,no,933,yes,no,cellular,7,may,more than once,never,never,unknown,spring
36,blue-collar,married,secondary,no,79,yes,no,unknown,28,may,more than once,never,never,unknown,spring
39,blue-collar,married,primary,no,622,yes,no,unknown,20,may,once,never,never,unknown,spring
59,management,married,tertiary,no,1,yes,no,cellular,29,apr,once,never,never,unknown,spring
26,management,married,tertiary,no,1531,yes,no,unknown,13,may,more than once,never,never,unknown,spring
46,blue-collar,married,secondary,no,33,yes,no,unknown,14,may,more than once,never,never,unknown,spring
36,blue-collar,married,secondary,no,382,yes,no,cellular,6,apr,once,never,never,unknown,spring
42,services,single,tertiary,no,94,yes,no,cellular,10,feb,once,plus 6 months,more than 5,success,winter
31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,more than once,plus 12 months,less than 5,failure,spring
28,student,married,secondary,no,0,no,no,unknown,25,may,once,never,never,unknown,spring
27,student,single,secondary,no,0,no,yes,telephone,29,jan,once,never,never,unknown,winter
37,blue-collar,married,secondary,no,387,yes,yes,cellular,13,may,once,never,never,unknown,spring
47,technician,married,secondary,no,459,no,no,cellular,28,jan,once,never,never,unknown,winter
77,unknown,married,unknown,no,397,no,no,telephone,7,may,more than once,never,never,unknown,spring
34,technician,married,secondary,no,19,yes,no,unknown,5,may,more than once,never,never,unknown,spring
60,retired,married,secondary,no,1390,no,yes,unknown,13,may,more than once,never,never,unknown,spring
30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,once,never,never,unknown,spring
43,admin.,married,secondary,no,323,yes,yes,cellular,12,may,more than once,plus 12 months,less than 5,failure,spring
78,retired,divorced,unknown,no,2628,no,no,telephone,14,apr,more than once,never,never,unknown,spring
39,services,single,secondary,no,1163,yes,no,cellular,7,may,more than once,plus 6 months,less than 5,other,spring
41,retired,single,secondary,no,1734,yes,no,cellular,12,may,more than once,plus 6 months,less than 5,failure,spring
32,admin.,married,secondary,no,193,yes,no,unknown,16,may,more than once,never,never,unknown,spring
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,once,6 months,less than 5,success,spring
27,unemployed,single,secondary,no,1972,no,no,cellular,6,apr,once,never,never,unknown,spring
50,technician,married,tertiary,no,11804,yes,no,unknown,30,may,once,never,never,unknown,spring
27,services,single,secondary,no,343,yes,no,cellular,20,apr,more than once,plus 6 months,less than 5,other,spring
39,technician,married,secondary,no,1427,yes,no,unknown,28,may,once,never,never,unknown,spring
38,management,divorced,tertiary,no,904,yes,no,unknown,8,may,once,never,never,unknown,spring
60,retired,divorced,secondary,no,2479,yes,yes,unknown,15,may,once,never,never,unknown,spring
35,self-employed,married,secondary,no,598,yes,no,cellular,20,apr,once,never,never,unknown,spring
60,management,married,secondary,no,0,no,no,telephone,22,feb,more than once,6 months,more than 5,failure,winter
45,blue-collar,married,secondary,no,-258,yes,no,telephone,20,apr,more than once,never,never,unknown,spring
37,services,single,secondary,no,-111,yes,no,cellular,13,may,more than once,never,never,unknown,spring
32,unemployed,single,secondary,no,199,yes,no,cellular,17,apr,once,plus 6 months,less than 5,failure,spring
34,unemployed,married,tertiary,no,582,yes,no,cellular,9,feb,more than once,never,never,unknown,winter
35,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,once,plus 6 months,less than 5,failure,winter
34,blue-collar,single,primary,no,359,yes,no,unknown,9,may,more than once,never,never,unknown,spring
32,management,single,secondary,no,6,yes,no,unknown,15,may,once,never,never,unknown,spring
40,blue-collar,married,primary,no,87,yes,no,unknown,8,may,once,never,never,unknown,spring
54,admin.,married,secondary,no,3136,yes,no,telephone,14,apr,once,6 months,less than 5,failure,spring
25,services,single,secondary,no,0,yes,no,cellular,7,may,once,never,never,unknown,spring
30,management,married,tertiary,no,8089,yes,no,cellular,18,mar,more than once,plus 6 months,less than 5,failure,spring
31,student,single,secondary,no,334,yes,no,cellular,5,feb,more than once,plus 6 months,less than 5,other,winter
60,technician,married,secondary,no,316,no,no,cellular,4,may,more than once,plus 6 months,less than 5,failure,spring
46,technician,divorced,tertiary,no,147,yes,no,cellular,12,may,once,never,never,unknown,spring
37,services,single,secondary,no,1950,yes,no,unknown,13,may,once,never,never,unknown,spring
28,technician,single,secondary,no,-16,yes,no,cellular,18,may,more than once,never,never,unknown,spring
50,management,married,tertiary,no,964,yes,no,unknown,6,may,once,never,never,unknown,spring
40,management,married,secondary,no,408,yes,no,cellular,8,may,once,plus 6 months,less than 5,failure,spring
30,blue-collar,married,secondary,no,173,yes,no,unknown,13,may,once,never,never,unknown,spring
29,admin.,married,secondary,no,0,yes,no,unknown,9,may,once,never,never,unknown,spring
32,management,married,tertiary,no,1544,yes,no,cellular,7,may,once,never,never,unknown,spring
59,retired,divorced,secondary,no,479,no,no,cellular,4,feb,more than once,never,never,unknown,winter
36,technician,single,secondary,no,380,yes,no,unknown,20,may,once,never,never,unknown,spring
37,unemployed,single,secondary,no,490,yes,yes,cellular,7,may,more than once,plus 6 months,less than 5,failure,spring
35,management,married,tertiary,no,43,yes,no,cellular,20,apr,once,never,never,unknown,spring
34,admin.,single,secondary,no,718,yes,no,cellular,29,jan,once,never,never,unknown,winter
24,admin.,single,secondary,no,770,yes,no,unknown,16,may,once,never,never,unknown,spring
44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,more than once,never,never,unknown,spring
36,self-employed,single,tertiary,no,351,no,no,cellular,5,feb,once,never,never,unknown,winter
29,blue-collar,married,secondary,no,1171,yes,no,unknown,28,may,more than once,never,never,unknown,spring
35,blue-collar,single,tertiary,no,1830,no,no,cellular,15,jan,more than once,6 months,less than 5,failure,winter
35,admin.,married,tertiary,no,429,yes,no,cellular,5,feb,more than once,never,never,unknown,winter
40,management,single,tertiary,no,-50,yes,no,cellular,12,may,more than once,plus 6 months,less than 5,failure,spring
59,blue-collar,married,secondary,no,1407,yes,no,unknown,9,may,once,never,never,unknown,spring
45,blue-collar,divorced,secondary,no,1269,yes,no,cellular,29,jan,more than once,never,never,unknown,winter
26,technician,single,tertiary,no,43,yes,yes,cellular,29,jan,more than once,plus 6 months,less than 5,failure,winter
31,admin.,married,secondary,no,0,yes,no,cellular,5,feb,more than once,never,never,unknown,winter
36,technician,single,secondary,no,5436,yes,no,unknown,20,may,once,never,never,unknown,spring
55,management,married,secondary,no,0,yes,no,unknown,13,may,more than once,never,never,unknown,spring
58,blue-collar,divorced,primary,no,835,no,no,telephone,3,feb,once,never,never,unknown,winter
36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,more than once,never,never,unknown,spring
55,services,divorced,secondary,no,2166,yes,no,unknown,28,may,more than once,never,never,unknown,spring
70,retired,married,primary,no,3230,no,no,cellular,11,jan,more than once,6 months,less than 5,failure,winter
33,management,married,secondary,no,-224,yes,no,cellular,14,may,more than once,plus 6 months,more than 5,other,spring
50,blue-collar,married,secondary,no,1604,yes,no,unknown,15,may,more than once,never,never,unknown,spring
36,management,single,tertiary,no,-679,yes,yes,cellular,3,feb,once,never,never,unknown,winter
29,management,single,tertiary,no,11968,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
27,student,single,secondary,no,8366,no,no,cellular,7,may,more than once,plus 6 months,less than 5,other,spring
43,admin.,married,secondary,no,372,yes,no,unknown,27,may,once,never,never,unknown,spring
51,technician,married,secondary,no,1174,yes,no,cellular,15,may,once,never,never,unknown,spring
40,blue-collar,married,primary,no,3090,yes,no,cellular,13,apr,once,never,never,unknown,spring
49,technician,divorced,secondary,no,181,yes,no,unknown,28,may,more than once,never,never,unknown,spring
43,blue-collar,married,primary,no,555,yes,no,cellular,12,may,more than once,plus 12 months,less than 5,failure,spring
40,blue-collar,divorced,secondary,no,0,yes,no,unknown,6,may,more than once,never,never,unknown,spring
54,blue-collar,married,primary,no,950,yes,no,unknown,15,may,more than once,never,never,unknown,spring
60,retired,married,primary,no,0,yes,no,cellular,17,apr,more than once,plus 6 months,less than 5,other,spring
45,admin.,married,secondary,no,46,yes,no,cellular,5,may,once,never,never,unknown,spring
61,retired,divorced,secondary,no,1761,no,no,cellular,7,dec,more than once,never,never,unknown,winter
31,technician,single,tertiary,no,279,yes,no,unknown,13,may,once,never,never,unknown,spring
28,blue-collar,married,secondary,no,255,yes,no,cellular,29,jan,more than once,never,never,unknown,winter
36,management,married,tertiary,no,-825,no,no,unknown,27,may,once,never,never,unknown,spring
36,admin.,married,secondary,no,2061,yes,yes,cellular,5,mar,more than once,never,never,unknown,spring
52,services,divorced,primary,no,146,yes,no,unknown,9,may,once,never,never,unknown,spring
24,admin.,single,secondary,no,507,yes,no,unknown,13,may,more than once,never,never,unknown,spring
46,self-employed,married,secondary,no,-30,yes,yes,cellular,2,apr,once,plus 6 months,less than 5,failure,spring
56,admin.,single,secondary,no,791,yes,no,cellular,18,may,more than once,never,never,unknown,spring
56,management,married,tertiary,no,616,no,no,cellular,6,feb,once,never,never,unknown,winter
59,services,single,secondary,no,739,no,no,cellular,14,jan,once,never,never,unknown,winter
50,technician,married,secondary,no,841,yes,no,unknown,29,may,more than once,never,never,unknown,spring
32,blue-collar,married,primary,no,474,yes,no,cellular,20,apr,once,never,never,unknown,spring
34,self-employed,single,tertiary,no,2800,yes,no,unknown,14,may,once,never,never,unknown,spring
39,technician,married,secondary,no,508,yes,no,cellular,2,apr,more than once,6 months,less than 5,failure,spring
